Title,Company,Location,Employment Type,Seniority Level,Industry,Job Functions,Description
Data Management Specialist,Aviso Wealth,"Vancouver, BC",Full-time,Associate,Financial Services,Information Technology,"Aviso Wealth:

At Aviso Wealth, we are dedicated to improving the financial well-being of Canadians. As a leading wealth management organization, we are committed to service, partnership, and innovation. Working with talented and energetic professionals who exemplify our values every day, you will quickly notice that our people and dynamic culture sets Aviso Wealth apart. If you are looking for interesting and challenging work, at a company committed to its people, find out more about what Aviso Wealth has to offer at www.aviso.ca.

The Opportunity:

We're looking for a Data Management Specialist to join our Information Technology team.


Reporting to the Data Architect, the Data Management Specialist will be part of a team responsible for all corporate data systems, providing data analysis and support services. The incumbent must have database development expertise and will be responsible for the development and maintenance of data extracts and other enterprise database related information processes. Responsibilities include writing SQL scripts, stored procedures, SQL data import and export, assist with database systems integration, and produce related systems and procedural/data flow documentation.

Who you are:

Service - You consider both internal and external stakeholders and demonstrate intent of understanding and putting the clients' needs first. You advocate service excellence and work to deliver solutions that meet the needs. You proactively develop strategic partnerships that allow Aviso Wealth to become a trusted advisor and partner
Execution - You are committed to achieving your goals and to succeed. This includes focusing on ""getting things done"", as well as recognizing and taking advantage of opportunities as they arise. You are consistently looking for ways to improve your personal best and see value in continuous improvement. You take accountability for your actions and learn from mistakes
Collaboration - You work collaboratively with others with the common goal of driving positive results. Making meaningful contributions to your team to achieve organizational goals is a priority. You proactively encourage collaboration, build trust and inclusion, and work to establish effective relationships both inside and outside of the organization
What your day looks like:


Provide assistance on the review and analysis of existing data systems to determine effectiveness and efficiency
Provide DBA support to development/implementation projects doing installs, database loading, conversions, and testing as required
Help implement enterprise data solutions with standardized architectures and levels of redundancy using defined project methodologies and project management techniques
Plan, execute, and support continuous production rollouts of new functionality utilizing latest data tools and platforms; translate user and business requirements into technical requirements
Assist with the design, development, implementation, maintenance and improvement of databases and technology platforms
Understand enterprise architecture and ensure compliance with company standards, initiatives, policies and agreements
Document business processes and data flows as they relate to enterprise data
Understand business and product requirements for data science
Ensure enterprise data systems and services are functioning correctly and provide information to internal and external clients
Assists in supporting data extract and integration. Work closely with business users to ensure information requirements align with and support corporate goals and initiatives
Provide escalation support to the IT Systems group
Assist in establishing appropriate end user database access controls and be knowledgeable in job compliance with all security controls

Requirements:

Your experience and skills:

College diploma or university degree in computer science, business, finance, information technology or equivalent combination of experience
Experience in Wealth Management technology environment
2 years' experience in an IT role such as DBA or enterprise data analyst in the financial services or related industry
CDMP (DAMA) or equivalent certification is desirable
Excellent customer service skills and has a sense of pride in establishing and maintaining client relations and resolving crisis situations quickly
Demonstrated ability to work independently and within a team-oriented, collaborative environment
Excellent communication skills both written and oral and strong technical documentation ability
Ability to establish and maintain effective working relationships with various levels of management, staff and external clients
Certification or equivalent knowledge and hands on experience with complete SQL Server Suite (including SSRS, SSIS, SSAS, Visual Studio)
Hands on experience with Azure data platforms, i.e. Azure SQL, Data Catalog, and Data Factory
Able to prioritize and execute tasks in a high-pressure environment with dynamic and often unpredictable deadlines
Strong understanding of working to an organization's goals and objectives
Understanding of investment sales and dealer operations an asset
Good understanding of project management and software development life cycles
Proven data analysis and creative problem solving abilities
Well-developed people skills with ability to present ideas in a user friendly manner
Fluent communication skills in English are required and bilingual skills in French are an asset

Benefits:

Why Aviso Wealth?

At Aviso Wealth, you will find a dynamic and inclusive culture that rewards innovation and celebrates success.
Here are a few things that set us apart:


Competitive compensation package that rewards and recognizes individual contributions
Excellent health, dental and insurance benefits to meet the diverse needs of our employees
Generous vacation time, fitness benefit, parental leave top-up options
Matching contributions to our retirement program
Commitment to the continuous improvement of our staff through learning & development and an education assistance program
Regular social events to foster teamwork
Equal Employment Opportunity

Aviso Wealth welcomes and encourages applications from all qualified individuals including persons with disabilities. If you require an accommodation, we will work with you to meet your needs in all stages of the hiring process.

We thank all applicants for their interest, however, only those selected for further consideration will be contacted.

No recruiters or agencies, please.

Company Overview:

Aviso Wealth is a national, integrated financial services company, with approximately $95 billion in assets under administration and management. Aviso Wealth is owned by Credit Union Centrals, The Co-operators / CUMIS and Desjardins. Our MFDA-regulated dealer, full-service IIROC-regulated brokerage, and insurance dealer support thousands of financial advisors at 150 credit unions across Canada. Our award-winning online brokerage, Qtrade Direct Investing, and our digital advice platform, VirtualWealth, give Canadians flexible choices for building their wealth. Our asset manager, NEI Investments, is a Canadian leader in Responsible Investment funds and portfolios, which are available through a national network of advisors. Aviso Wealth also provides custodial services and introducing broker services to independent financial organizations, including banks, trust companies, insurance companies, investment dealers, portfolio managers and financial planning firms. We have operations in Toronto, Vancouver, and Montreal with a regional office in Winnipeg. More information about Aviso Wealth is available at www.aviso.ca."
Business Analyst,Hays,"Mississauga, ON",,,,,"Permanent Position
Location: Mississauga, ON
Responsibilities:
Working on integrated mobile, web app, and ERP development projects
Define requirements to help design, build and maintain SQL and NoSQL data layers
Define requirements to help design, build and maintain RESTful APIs  
Skills/Qualifications:
A university degree, preferably in Business Administration or Computer Science/Engineering.
Breadth of knowledge across several functional modules within one or more common ERP applications such as Microsoft Dynamics (any flavour), SAP, Oracle, Sage, etc.
Coordinates and assists the Integration and Data teams to document integration designs and data conversions
Understanding of or exposure to the Agile development methodology
Solid understanding of architecture and design principles for:
N-tier applications
Micro services
SaaS applications
Data Integration
Reporting
Dashboards
Web-based applications
If you think you're a perfect fit or you know someone who might be, please reach out at  Ankita.Prasad@hays.com. "
Business Analyst - US,Just Energy,"Mississauga, ON",,,,,"Business Analyst - US

Is Just Energy Group the place for you?

Just Energy Group is a leader in the energy sector offering green energy, retail and commercial energy, and home services solutions. We value integrity, innovation, customer-centricity, responsibility, enrichment, and excellence.

Energy, Opportunity, and Growth are core to your way of being and are essential to succeed with us.
You have the Energy to commit to going ‘above and beyond’ on everything you do, it is not the exception. You create success and deliver exceptional results. You expect that hard work is required to do great things.
You seek Opportunity. You focus on solutions, not problems. You are naturally inquisitive, and business focused. You thrive working with diverse teams, and you are deeply committed to our collective success.
Your Growth is about what you and your team accomplish together and is limited only by your energy and the opportunity you seek. You thrive on diversity in your work, on learning, and helping others learn as well. You effectively manage multiple tasks or projects on time, and you help your team to do the same.


Your Opportunity

As an essential member of the Retention & Growth Strategy team, the Business Analyst position entails designing, coordinating, implementing, and evaluating the success of retention, renewals and re-acquisition initiatives. The analyst combines a customer-centric mindset with proven analytical, problem-solving, and decision-making skills to determine the company’s strategies for customer retention and portfolio expansion. The Analyst monitors behavioral trends and evaluates customer preferences while preparing campaigns and policies relating to Just Energy’s goals of adding value and stability.

Your Key Accountabilities
Initiate campaigns based on customer insight, behavioral patterns, and preferences that maximize retention, drive customer loyalty and optimize promotional strategies
Conduct analysis, brainstorm innovative ideas, prepare Business cases, and pilot strategic initiatives that adhere to Just Energy’s retention goals to drive customer value and satisfaction
Collaborate with key Business Groups to ensure readiness for all initiatives; define and create processes for on-going support post-launch – this may include facilitating product launches, process changes, special campaigns, customer retention strategies and evaluate their effectiveness by evaluating program results, return on investment, customer feedback and develop new techniques to optimize future campaigns
Leverage analytical techniques on large data sets to produce actionable analysis on current products, customer buying behavior, competitive trends and profitability of various customer segments.
Use predictive analytics to determine relational parameters between data variables from past occurrences to help predict future outcomes
Address operational issues and identify optimization opportunities as they pertain to implementation of customer retention and portfolio growth processes, such as development and enhancement of models and system platforms to support pricing and portfolio management activities.
Prepare monthly attrition reports including budget vs actuals for Management
Perform price updates for existing and renewing customers across North American residential division with expectations to meet gross margin targets while driving growth
Research complex business problems and identify opportunities to design, develop, and propose actionable solutions in support of pricing, and margin analysis activities.
Research and produce ad-hoc analysis on market fundamentals, customer load characteristics, various cost components and regulatory issues to enhance competitiveness, optimize risk exposure and improve the profitability of the retail portfolio.
Recommend and deliver new price structuring, products and promotions based on business requirements
Support Just Energy’s quantitative analytical efforts and provide guidance and business support for strategic IT projects such as pricing automation and billing system updates.
Maintain recurring tasks related to markets, regulation and business processes.

The role puts you at the heart of consumer focused, challenger retail energy brand. You’ll gain exposure to core business functions and be part of a wider team making critical business decisions. The role has been created to support our next phase of growth and offers a fantastic opportunity for the right candidate.

Your Background Includes
Candidate will have 2- 4 years of experience in customer centric roles such as sales, marketing, retention, or Business analysis
Bachelor’s Degree in a business-related field of study and previous experience in pricing and margin management preferred
Strong Excel skills and prior experience/knowledge of SQL and relational databases.
Familiarity developing retention strategies, preferably in an industry involving subscription-based services is preferred
Excellent written and verbal communication skills along with ability to communicate complex ideas to a variety of audiences
Effective at managing multiple projects/tasks of varying complexities, meeting deadlines and working well under pressure
Technical, Excel/ SQL / VBA / Python and Power BI preferred. Other stats package’s an advantage.
Strong business acumen and data-driven decision-making capabilities
Disciplined and organized approach to work
Self-starter philosophy and driven to success


Benefits

Just Energy offers a robust benefits plan for staff members, as well as Employee Assistance Programs that offer a wealth of tools and resources to enrich the employee experience. The company also provides a number of cost-free, self-development courses for those that wish to build on their skills and competencies. In addition, a variety of awards offer another opportunity to recognize and reward employees.

What We Have To Offer
Competitive compensation
Health & Dental benefits begin after 30 days
Work from Home model
Company paid Short-term Disability and Life Insurance
Employee discount opportunities
Personal development resources
Health and wellbeing tools and resources and more


Primary Location

CA-ON-Mississauga

Work Locations

ON-Mississauga-Courtney Park

Job

Finance & Accounting

Organization

Canada

Schedule

Regular

Shift

Standard

Employee Status

Non-Management

Job Type

Full-time

Job Level

Day Job

Travel

No

Job Posting

May 28, 2021, 2:47:07 PM"
Data Platform Engineer,Tactivos Inc.,Canada,,,,,"MURAL is on a mission to inspire and connect imagination workers globally.

MURAL is a digital workspace for visual collaboration that connects over 50 percent of the Fortune 100. Teams at global enterprises including IBM, USAA, E-Trade, Intuit, SAP, Atlassian, Autodesk, and GitHub embrace visual collaboration to run more productive meetings and workshops. This leads to a more creative, engaging, and fun way of working together, all in a welcoming, simple-to-use online space.

Headquartered in San Francisco, California, MURAL employs over 500 people around the world. In 2020, MURAL raised $118M in a series B round of financing and are working hard to take MURAL to the next level.

YOUR MISSION

We are looking for a Data Engineer capable of helping create and maintain the data pipeline architecture of Mural, as well as writing APIs and tools to help other teams work with data. You will be working in the Data Platform team and also collaborating closely with Product, Analytics and Data Science teams to help them achieve their goals.

The Data Engineer role is a software development role with knowledge of data architectures, APIs, and the delivery and transformation of data in a reliable way.

The ideal candidate is passionate about both developing software and working with data, and is capable of challenging and redesigning existing solutions. He or she must be a team player, always willing to collaborate with others.

As a member of the Data Platform team, you will:
Help create the platform, tools and APIs necessary to enable other teams to work with data.
Improve the existing data platform and propose alternative solutions.
Work closely with Product teams to help them explore the feasibility of experimental data-driven features, helping them narrow down preliminary or unclear requirements, and building the tools and APIs necessary to support those features. A strong analytical mindset is a must.
Efficiently handle vast amounts of data from multiple sources and destinations, including relational and NoSQL databases as well as external systems, both in batch processing and real-time delivery.
Follow modern development best practices such as code reviews, unit testing and continuous integration.
Work as part of a team. We value team players who share their knowledge and like collaborating with others.
Show initiative, completing your tasks and providing timely status updates to both the rest of your team and all of the stakeholders.
Take full ownership of the solutions you build. This means analyzing requirements, building them, monitoring them on production, and troubleshooting them if problems arise.
YOUR PROFILE We are looking for a Software Engineer with 5+ years of experience in a development role, preferably with Data Engineering experience, and who has attained a graduate degree in Computer Science, Software Engineering, or related field, or who has the equivalent relevant experience.
A MS/BS degree in Computer Science, Software Engineering or 5+ years of proven experience in a similar position.
Strong technical skills and proficiency with any general purpose language (Java, Javascript/Typescript, Python, C#, C++, Go, etc.).
You must be able to code an application from scratch following best practices such as writing clean code with unit tests, and using continuous integration.
Experience in designing and developing web services and REST APIs.
Advanced knowledge of relational databases such as PostgreSQL, and being capable of writing non-trivial SQL.
Experience with NoSQL databases such as MongoDB.
Experience with Data Lakes and Data Warehouses.
Experience with Big Data tools such as Spark.
Some knowledge of data pipeline and workflow tools such as Airflow or Luigi.
Some knowledge of message brokers and event streaming platforms such as Apache Kafka.
What We Offer

In addition to being part of our quest to help people empower their imagination, we offer:
Competitive salary and benefits
Flexible working hours
Ability to work remotely
Flexible time off
A phenomenal learning environment for you to develop
OUR VALUES

We bring people to our team that care about our mission to inspire and connect creative people globally, and who feel aligned with our values:
Make others successful
Adapt to thrive
Play to wow
Think global
Experiment like an owner
Practicing equality through imagination work.

MURAL is committed to creating diverse and inclusive workspaces where people can make a positive impact on the world and share their vision of how they achieve it. We are dedicated to working alongside multiple communities to help build this dream and bring it to life."
Software Developer,Arctic Wolf,"Halifax, NS",,,,,"Software Developer
Ready to make an impact? Arctic Wolf is looking for a Senior Software Developer to join our pack on the security pipeline team.

Arctic Wolf, the leader in security operations, is a fast-growing company in an exciting and fast-growing industry—Cybersecurity. How fast are we growing? Well, Arctic Wolf ranks #25 on the Deloitte Fast Technology 500 for North America in 2019!  We have doubled headcount, customers, and revenue for five years running. 

We are also cultivating a collaborative and productive work environment that welcomes a diversity of backgrounds and ideas to make our teams even stronger. In fact, we are considered among the 2020 Best Places to Work by bizjournals.com. 

At Arctic Wolf, we believe in corporate responsibility. Our offices across North America participate in volunteer programs throughout their communities, and we earned distinction from TravelWise for our efforts in promoting sustainable transportation.

About the Role:
The Arctic Wolf security operations platform ingests and processes upwards of 150 billion events a day from a wide variety of on-premise devices and cloud platforms. The security pipeline is a distributed system of loosely-coupled microservices that constitute our real-time analysis and threat detection systems. These services distill the incoming events into actionable intelligence that our Concierge Security Teams use to protect customers.

We are growing rapidly, with our data volume increasing ten-fold roughly every two years. We are looking for experienced developers to join our pack and work with us to continuously evolve and expand the capabilities of our security platform.

You Will:
Create and scale high-performance services in a real-time threat analysis pipeline
Design, develop, test and deliver software in an agile environment
Deploy containerized services to production within hours after your changes are merged, in keeping with our culture of Continuous Integration and Infrastructure-as-Code
Work as part of a team of highly skilled engineers
Continuously learn and expand your technical horizons

Our Technology Stack:
Golang, Python, Java, Docker, Amazon Web Services (AWS), Kubernetes or ECS, Linux

About You:
Excited to work at the intersection of Big Data and the Cybersecurity problem spaces
2+ years of experience shipping production-quality software
Love coding
Experience deploying services on cloud computing platforms (e.g, AWS, Azure, GCP) is preferred
Experience working on distributed systems and microservices architecture is preferred

Employment Requirements:
Each successful candidate will be required to pass a criminal background check and an employment verification as a condition of employment.

Working at Arctic Wolf: 
Arctic Wolf recognizes that success comes from delighting our customers, so we work together to ensure that happens every day. We believe in diversity and inclusion, and truly value the unique qualities all employees bring to the organization. And we appreciate that—by protecting people’s and organizations’ sensitive data— we get to work in an industry that is fundamental to the greater good.  

All wolves receive compelling compensation and benefits packages, including:  
Equity for all employees
Paid parental leave
Training and career development programs

If you're excited about this role, but do not meet all of the qualifications listed above, we encourage you to apply anyway. We review all applications and still may consider you the right person for the role or have another open position where you’re the perfect fit. 

Arctic Wolf is an Equal Opportunity Employer and considers applicants for employment without regard to race, color, religion, sex, orientation, national origin, age, disability, genetics, or any other basis forbidden under federal, provincial, or local law. 

Arctic Wolf is committed to fostering a welcoming, accessible, respectful, and inclusive environment that ensures equal access and participation for people with disabilities. Please let us know if you require any accommodations by emailing recruiting@arcticwolf.com. "
"Cloud, C++ Software Developers Needed (Can work remote - Canada)",Mitel,Canada,Full-time,Mid-Senior level,Telecommunications,Engineering Information Technology,"At Mitel, you will have the opportunity to help businesses connect, collaborate and provide better experiences for our customers. You will deliver valuable contributions in creating business success within our global organization utilizing your unique attributes, skills and experience.

Please take a moment to look over this opportunity and if interested, feel free to send us your application. If this is not the right opportunity for you, you can also sign up for Job Alerts by creating an account. This will give you a profile that you can use for all future applications, and you will be notified whenever a new position that matches your criteria becomes available.

Mitel consistently seeks experienced Cloud, C++ Developers in North America ! We are always networking to find individuals interested in Mitel and our technologies. Should there be a future opportunity matching your skill set, a Talent Acquisition team member may reach out directly.

Our developers develop and deploy software in a containerized architectural environment using CI/CD processes.

Responsibilities
Design, develop, test and deploy software running in Linux and embedded Linux operating systems, built for performance and maintainability.
Work within Agile development processes such as Scrum and Kanban, in a CI/CD environment.
Participate in broader architectural discussions to define evolution of the architecture.
Contribute to smooth deployment and continual operation, troubleshoot problems, and develop solutions for production issues.

Requirements
Degree in computer science, computer engineering, or other comparable degree or equivalent years of experience.
6+ years of progressive C/C++ experience as a Software Developer.
Experience in Linux operating system environments and use of container technologies.
Experience in an Agile development environment, using formal unit test and CI/CD processes.

Preferred Additional Skills
Experience with typescript
Experience with or exposure to Computer Telephony Interface technologies, which may include CSTA.
Embedded Linux OS environments in both Intel and ARM processor architectures.

For more information, visit Why Mitel or follow us on LinkedIn here .

Mitel is committed to achieving workforce diversity and creating an inclusive working environment. Diversity makes sense for us, for our customers and for our future. We value different perspectives, skills and experiences, and welcome applications from all sections of the community.

We welcome candidates with disabilities and will make accommodations throughout all stages of the recruitment and selection process. If you require a disability-related accommodation, please send an e-mail to talentacquisition@mitel.com or call 1-469-574-8100. Mitel will consult with all applicants with disabilities who request accommodation to ensure that the accommodation provided is suitable for the applicant’s individual accessibility needs.
"
Inference Data Scientist,Mozilla,"Winnipeg, MB",,,,,"Now more than ever, the Internet is a utility that facilitates modern life. At Mozilla, we take this to heart, striving to build products that keep the Internet open, accessible, and secure for everyone. We collect terabytes of data every day from millions of users to guide our decision-making processes. We need your help to enable the future of Mozilla in a way that makes us proud!

As a Data Scientist within the Data Org, you will work as part of a cross-functional team that is responsible for understanding and empowering the future of Mozilla.

The Role

The Data Science team sits at the intersection of finance, business, operations, product, engineering, and leadership. We collaborate closely with these partners to provide meaningful insights.

As a Data Scientist At Mozilla You Will
Apply a variety of statistical methods including causal inference to understand the intricate ecosystem of our users, products, partners, revenue
Build key data sets to empower operational and exploratory analysis
Define, evaluate and report on key business metrics
Generate data-informed insights and communicate these data stories to colleagues to influence decision making across Mozilla
Contribute to the team through mentorship, technical methods, improvements in how we work

Your Professional Profile
You lead with empathy. You value teamwork and teammates. You are invested in knowledge sharing and learning from others. You contribute positively and meaningfully to cultivate an inclusive and equitable team culture.
You have a background in quantitative analysis knowing how to analyze, visualize, and interpret data and have 2+ years of experience applying these skills in an industry setting.
You have experience in SQL or SQL-like environments, as well as scripting languages such as Python or R and desire to gain further technical experience on the job.
You have owned complex projects from inception to completion and your work has influenced entire organizations. You’ve contributed to and executed against data science roadmaps in collaboration with others.
You take stakeholder needs into account, bridging methodology and data into meaningful strategy from your analyses. You are a communicator who crafts impactful data narratives that inform company decisions around product, business, and finance.
Experience synthesizing product and revenue data is a plus!


About Mozilla

Mozilla exists to build the Internet as a public resource accessible to all because we believe that open and free is better than closed and controlled. When you work at Mozilla, you give yourself a chance to make a difference in the lives of Web users everywhere. And you give us a chance to make a difference in your life every single day. Join us to work on the Web as the platform and help create more opportunity and innovation for everyone online.

Commitment to diversity, equity, inclusion, and belonging

Mozilla understands that valuing diverse creative practices and forms of knowledge are crucial to and enrich the company’s core mission. We encourage applications from everyone, including members of all equity-seeking communities, such as (but certainly not limited to) women, racialized and Indigenous persons, persons with disabilities, and persons of all sexual orientations and gender identities and expressions.

We will ensure that qualified individuals with disabilities are provided reasonable accommodations to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment, as appropriate. Please contact us at hiringaccomodation@mozilla.com to request accommodation.

We are an equal opportunity employer. We do not discriminate on the basis of race (including hairstyle and texture), religion (including religious grooming and dress practices), gender, gender identity, gender expression, color, national origin, pregnancy, ancestry, domestic partner status, disability, sexual orientation, age, genetic predisposition, medical condition, marital status, citizenship status, military or veteran status, or any other basis covered by applicable laws. Mozilla will not tolerate discrimination or harassment based on any of these characteristics or any other unlawful behavior, conduct, or purpose.

Group: D"
"Product Manager, Air Intel",Hopper,Canada,,,,,"Minimum Qualifications
Past success as a Data Analyst or Data Scientist; analyzing data, drawing accurate conclusions, and adjusting strategy accordingly.
Exceptional ability to grasp, manage, and articulate complex systems to technical and non technical audiences.
A track record of being proactive and persuading colleagues by constructing a compelling, data driven narrative both in-person and in-writing
Technical depth that allows you to communicate with, understand, and earn the respect of world-class engineers and data scientists
Track record of using a data-driven approach to product development, using MVP and A/B test techniques to iterate new ideas quickly
An innovative and detail-oriented approach to problem-solving
Experience leveraging your product intuition to connect innovative solutions to real-world, user problems with actual business needs of a rapidly scaling organization.
Experience with relational databases, Python and SQL a plus.
No ego. Strong commitment to doing what is right for the customer and the company
Preferred Qualifications
Degree in a data science or engineering discipline and work experience as a product manager for a technology company.
Thrived in a consumer product role and delivered delightful features at scale.
Experience with mobile product development, a plus.
About The Job

The Air Intel team is responsible for delivering on Hopper’s core value proposition of ensuring our customers always score the best price. We drive this value for customers by developing and scaling data driven products which close the gap between current prices and the prices our customers want to pay. Customers are the core

We’re seeking a product manager with strong data skills and technical expertise to drive the development of new and existing pricing products. This PM will work closely with our team of world class data scientists and engineers to scope, test, iterate on and scale technologies and product offerings. We’re seeking a scrappy, creative, technically-minded, hands-on “doer” who is equally comfortable talking APIs and architecture with engineers, or discussing business models and UI iteration with the team.

On any given day - whether you’re defining KPIs, weighing the cost-benefit of new product features, scoping and specifying solutions, shepherding features through development and QA, or evaluating new technologies- your decisions will be critical to the success of Hopper’s pricing intelligence.

Responsibilities
Manage a product roadmap for a set of features from inception through implementation; collect requirements, establish key performance metrics, craft the user experience, and drive execution
Create business cases to prioritize product development and infrastructure projects, using a deep understanding of technical issues and business impact to articulate tradeoffs to stakeholders
Collaborate closely with data science and engineering to dive deep into our data to understand our users
Work with business leaders to help shape and drive business cases for product features
Identify the essential qualities of each feature or technology: what's important, what's not, how can we optimize impact while limiting cost and risk?
Understand and explain complex technical issues, discern impact, and communicate them to maximize clarity and drive resolution
Use good judgment to make appropriate trade-offs when scoping and specifying solutions, ensuring that anything we build adds value to the business and continues to delight our users
Benefits
Well-funded and proven startup with large ambitions, competitive salary and stock options
Unlimited PTO
WeWork All Access Pass OR Work-from-home stipend
Entrepreneurial culture where pushing limits and taking risks is everyday business
Open communication with management and company leadership
Small, dynamic teams = massive impact
100% employer-paid telemedicine, medical, dental, vision, disability and life insurance plans
Access to a Retirement Savings Plan
More About Hopper

Today, Hopper is best known as a travel app. We're going to do about $1B in sales this year and weathered the COVID storm better than anyone expected. We just raised $170M from Goldman Sachs and Capital One, and inked a deal to be the exclusive travel provider for Capital One Travel.

We owe our success, in large part, to a proprietary suite of data-driven and risk-based financial services that we have developed that complement a customer's trip-purchasing experience. One example is Price Freeze, where our customers are able to purchase a financial option in the app to lock in any price that they see, on any item, for as short as 1 hour or as long as 21 days with Hopper taking the risk on the other side of the trade.

Now we're laying the groundwork for continued expansion in 2021 by adding great people to our team who can help us compete with the travel giants."
Sr. Data Analyst - DTS Analytics,Electronic Arts (EA),"Vancouver, BC",,,,,"Business Title: Senior Data Analyst

As a Senior Data Analyst in the DTS Analytics team you will play a key role in supporting the business through data analysis and reporting with the goal of improving the efficiency and quality of business operations. You should be a sharp, curious, and analytical individual who has a passion for diving into data to solve business problems. Your insights will influence the way how we run the business, and ultimately influence the quality of our games.

Requirements
Performs data analysis on a business process to provide an objective view on how the business operates.
Designs, evaluates, and monitors key metrics that provide continuous feedback on the efficacy of the business.
Builds live data dashboards complete with user documentation.
Evaluates and interprets data to extrapolate risks and opportunities, relaying them to the team and management in a timely manner.
Prepares thorough and detailed reports and presentations that help the team identify key areas of opportunity and insight to drive future design and decision-making.
Presents the findings from the data analysis to the stakeholders, and provides suggestions for improvement in certain aspects of the business.
Outgoing champion for data quality; creating data quality policy and implementing monitoring to ensure compliance.
Drives best practices in tools and visual technologies for building project dashboards that provide key data for project monitoring and decision making.
Develops and maintains scripts and queries to import, clean, transform, and augment data.
Designs and develops statistical analysis models for hypothesis testing, prediction, or inference.

Qualifications
5+ years of work experience in a past analytical role, leveraging data to drive process improvements.
Understands well how data is stored in databases and can write fast and reusable SQL code to retrieve it.
Queries large amounts of semi-structured big data using Hive QL in an efficient way.
Creates performant and intuitive data models that can be further used for visualization by the team.
Visualizes high readability data insights using software tools like Power BI, Tableau, or Excel.
Writes efficient Python or R code to answer data analysis questions with a high degree of confidence.
Proficently applies statistical analysis solutions using Python or R language.
Understands the requirements of the of Agile/Waterfall process and adjusts their work as needed.
Bachelor’s degree in a technical field (e.g. Computer Science, Statistics, Engineering, Mathematics, Economics etc.) and/or successful completion of post-secondary level Math and Statistics courses.
Capable of working in a fast-paced environment and can adapt to various situations prioritizing multiple work assignments simultaneously.
Exceptional problem solving, creative thinking, and analytical skills.
Ability to initiate and maintain close collaborative partnerships with coworkers and stakeholders.
Ability to take ownership of projects and look for new problems to solve and new concepts to implement.
Able to work independently and drive for solutions with all stakeholders.
Quick learner with an innate desire to continually learn, adapt, and develop abilities.
Excellent foundation of math and statistical knowledge including an understanding of probability, correlation, regression, classification, and the development of statistical models.
Skillful communicator who is not afraid to ask questions and brings new insights to light.
Professionalism in working with clients and working in a larger team environment.
Can establish sense of urgency and prioritize effectively to manage multiple tasks."
Data Analytics Application Developer,Behavox,"Montreal, QC",Full-time,Entry level,Information Technology & Services Computer Software Internet,Engineering Information Technology,"About Behavox

Behavox is shaping the future for how businesses harness their most important raw material - data. Our mission is bold: Organize enterprise data into actionable information that protects and promotes the business growth of multinational companies around the world.

From managing enterprise risk and compliance to maximizing revenue and value, our data operating platform presents a widespread opportunity to build multilingual, AI / ML - based solutions that activate data for every function within a global enterprise.

Our approach is unique, and it’s validated by our customers who tell us to keep forging ahead because no one else is aggregating, analyzing, and acting on data to uncover opportunities or solve problems quite the way we are.

We are looking for fearless innovators who have an insatiable appetite for building what no one has built before.

About The Role

The Data Analytics Team creates applications that leverage tools provided by the Behavox Platform to give clients insights into their data. Specifically, we work with subject matter experts to learn about topics like insider dealing, and then, using linguistic rules, NLP, and machine learning, create models to detect this illegal activity within our clients' data. Each application is a small product itself - with its context, objectives, approach, means.

This will be and exciting opportunity for a talented individual looking for:
Impact: you will see your contribution to Behavox product offering and consequently, on the business world
Autonomy, ownership, professional growth
Different tasks, you can grow in different areas, or get to know yourself better
What You'll Do
Build data-driven compliance / conduct solutions
Work on applications in Python, Groovy or Java
Use statistics or NLP to get important insights
Collaborate with cross functional teams
Identify and implement use-cases
What You'll Bring
First-hand experience in building data-driven financial conduct/ compliance risks solutions
Experience with designing and developing production applications using either Python or Java programming languages
Experience using NLP basics (theory and approaches of applied linguistics, statistic and NLP tools)
Experience in cross-functional collaboration
Experience developing products in a customer focused environment
What We Offer
A truly global mission with a passionate community in locations all over the world
Huge impact and learning potential as our aspirations require bold innovation
Highly competitive compensation with 100% bonus pay already integrated
Benefits include fully covered health coverage for employee and family
Generous time-off policy and flexible work schedule
Selection Process

We take Talent very seriously and we are building a community of extraordinary individuals working together in very high performing teams. We also know that the best Talent always has options so we believe that the process has to be a two way assessment - the company AND the candidate assessing the business needs alignment, the career next step alignment, and the cultural alignment.

During the process we will begin by exploring the core factors regarding salary and location along with core experience and skills and values alignment. We will then deep dive explore the critical technical competencies we have identified for the role, and then we will deep dive in behavioral competencies.

The most aligned candidate will then be asked to do a practical work task simulation activity so we can make sure that you will enjoy the kind of work the role requires, and this task will typically be presented and discussed with a group of colleagues and managers. Finally we will ask you to meet with a number of our senior leaders to make sure that you are making the most informed call possible.
"
