Title,Company,Location,Employment Type,Seniority Level,Industry,Job Functions,Description
Entry Level Business Analyst,National Software Management,"New York, NY",Full-time,Entry level,Information Technology & Services Staffing & Recruiting Financial Services,Research Analyst Information Technology,"Company Description

National Software Management is recruiting qualified individuals for full time opportunities we have currently in our organization for our growing client needs.

Job Description

We are looking for Entry Level Business Analyst for our client requirements.

Responsibilities
Provides support and feedback within the Business Systems team
Develops, manages and collaborates on standard practices and processes
Build and maintain lasting relationships with all business stakeholders
Perform business and systems analysis and document requirements
Analyze and document Business and System process flow diagrams
Create SDLC artifacts including Business/Functional requirement document.
Qualifications
Master’s or Bachelors degree
0-1 years’ relevant experience
Excellent written and oral communication skills.
Proven analytical and creative problem-solving abilities.
Additional Information

All your information will be kept confidential according to EEO guidelines.
"
Entry Level Business Analyst,RootLiquids,"Plano, TX",Full-time,Entry level,Information Technology & Services Computer Software Staffing & Recruiting,Research Analyst Information Technology,"Company Description

Root liquids software’s is a web and mobile application development company. Our purpose is to help businesses and professionals excel in the technology environment through strategic, efficient and effective solutions catering to their unique needs. We provide professional development and consulting services in web and mobile applications development. Our service reaches out to web based solutions including website designing, eCommerce solutions and integration solutions as well as applications catering to advanced mobile technology.

Job Description

The Business Analyst works with our team to understand “as-is” and “to-be” business process flows and requirements, as well as how information flows and changes through the business.

Responsibilities
Apply in-depth professional experience and broad knowledge of both business and technology to analyze and develop integrated solutions to resolve moderate to complex technical or business issues.
Actively participate and interact with customers to understand business needs, identify the best solution, and architect the processes to meet the needs.
Participate and lead planning and development sessions to identify data that is required to complete analysis to answer the posed business question.
Main point of communication between technical team members and end-users to analyze and assess requirements to ensure solutions meet business needs and expectations.
Qualifications
Bachelors or Master’s Degree
0-1 year of experience
Responsible, dependable, quick learner
MS Office: Word, Excel, PowerPoint, Visio Capable of learning new technology in a fast paced environment
Additional Information

All your information will be kept confidential according to EEO guidelines.
"
Google Analytics Data Analyst $70-100k,Solugenix,"Irvine, CA",Full-time,Entry level,Information Technology & Services Computer Software Financial Services,Information Technology,"Google Analytics Data Analyst

Irvine, CA (starts remote, then 3 days/month onsite)

contract to hire

Job ID 2021-5369

Solugenix is assisting a client, a leading financial services company, in their search for a Web Marketing Data Analyst. This is a contract to hire opportunity.

The Web Marketing Data Analyst will collaborate with our Digital Marketing leader to help them understand the stories and insights hidden within our numerous online campaigns. Utilizing Google Analytics becoming the subject matter expert of that data set, it is essential that this role quickly gain a thorough understanding of our online marketing data and use that knowledge to intelligently communicate actionable recommendations to the Marketing business leaders.

Qualifications
2-5 Years of experience, able to tell a story from data, business acumen.
Capable of balancing multiple projects with the ability to properly delegate and meet deadlines.
Proficiency in Google Analytics, Google Tag Manager, and Google Data Studio
Proficiency in Excel, PowerPoint, Power BI or Tableau required.
Ability to manipulate large unstructured and structured datasets to build insightful solutions to complex problems and present the results in visually engaging and intuitive reports and dashboards.
Strong communications and collaboration skills.
Responsibilities
Support Marketing web channel leaders with ad-hoc analysis, working directly with them to implement changes in strategies based on results.
Analyze online marketing campaigns across display, search, affiliates, and social media to ensure acquisition and conversion goals are met.
Become the subject matter expert and go-to person for all aspects of Google Analytics and the data it provides.
Utilize data visualization software such as Power BI or Tableau to effectively communicate performance metrics and insights to individuals at all levels of management.
Design and deploy response models that predict and explain customer behavior throughout the online reverse mortgage acquisition pipeline.
Forecast and communicate intra-month led pacing to channel leaders.
Assist with the forecasting and tracking of monthly marketing performance vs budget.
Coordinate with reporting teams and IT to operationalize successful forecast and analysis processes.
About The Client

Our client is one of the world's leading financial services company based out of Irvine, CA.

For over 50 years, Solugenix has been a global technology development and services firm with locations in California, Arizona, India and the Dominican Republic. As a pioneer in professional staffing services and IT Consulting, we’ve partnered with some of the biggest global corporations across many industries.
"
Data Analyst Sr,PNC,"Charlotte, NC",,,,,"Position Overview

At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. As a Data Analyst Sr within PNC's EDGE organization, you will be based in Pittsburgh, PA, Kalamazoo, MI, Columbus/Cleveland, OH, Charlotte, NC or remote.

As a member of the EDGE (Salesforce) Consumer Analytics team, this role is responsible for shepherding, preparing, and assembling data sets. As a Subject Matter Expert (SME), you’ll span an end-to-end lifecycle, partnering upstream with agile development crews to ensure data is fed to big data hubs and downstream using that data to join multiple sources in service of our analytics objectives.

Preferred Experience In Most Of The Following Categories

Advanced SQL Querying – For use with Tableau, Impala, Hive, & Teradata. Also used for Protegrity (advanced PII recognition software) preparation and maintenance.

Data Schema, Testing, & Validation – Familiarity and working experience with various PNC big data platforms including validation of data as it moves downstream.

Issue Monitoring & Troubleshooting – Identifying technical issues (Ex: Hadoop platform issues, YARN, Spark engine, etc.) as they arise and offering solutions, either internal or external

Collaboration & Partnering – Bi-directional communication with data partners inside and outside of the EDGE department; knowing the “go-tos” on various data sets as well as being a go-to for all things EDGE analytics data

Bonus if you have experience using or querying for Trifacta (data prep software)

Job Description
Manages and develops information systems for clients; conducts data information analysis for a variety of studies under the direction of organizational standards.
Advises end-users on data manipulation, end-user support systems and statistical analysis.
Selects new information sources and acquires stock. Catalogs and indexes new materials.
Implements and supports technologies for managing and effectively utilizing multiple information sources, formats and uses.
Researches customers needs, conducts awareness and promotional sessions for potential customers.
PNC Employees take pride in our reputation and to continue building upon that we expect our employees to be:
Customer Focused - Knowledgeable of the values and practices that align customer needs and satisfaction as primary considerations in all business decisions and able to leverage that information in creating customized customer solutions.
Managing Risk - Assessing and effectively managing all of the risks associated with their business objectives and activities to ensure they adhere to and support PNC's Enterprise Risk Management Framework.
Compensation

Base Salary: $55,000.00 - $142,600.00

Role

Placement within the compensation range is based on the specific role and the following factors

Where a person is paid in the compensation range is aligned to their experience and skills.
Lower in range – Building skills and experience in the job
Within the range – Experience and skills align with proficiency in the role
Higher in range – Experience and skills add value above typical requirements of the role
Compensation Range may vary based on Geographic Location.
Incentive

Role is incentive eligible with the payment based upon company, business and individual performance.

Benefits

PNC offers employees a comprehensive range of benefits to help meet your needs now and in the future. Depending on your eligibility, options for full-time employees include medical/prescription drug coverage (with a Health Savings Account feature); dental and vision options; employee and spouse/child life insurance; short- and long-term disability protection; maternity and parental leave; paid holidays, vacation days and occasional absence time; 401(k), pension and stock purchase plans; dependent care reimbursement account; back-up child/elder care; adoption assistance; educational assistance and a robust wellness program with financial incentives. To learn more about these and other programs, including benefits for part-time employees, visit pncbenefits.com > New to PNC.

Competencies

Application Design, Architecture – Knowledge of application design activities, tools and techniques; ability to utilize these to convert business requirements and logical models into a technical application design.

Business Intelligence – Knowledge of and ability to utilize business processes and technologies for gathering, storing, analyzing, and providing access to data that helps the organization make better business decisions.

Data Architecture – Knowledge and ability to create models and standards to govern which data is collected, and how it is stored, arranged, integrated, and put to use in data systems and in organizations.

Data Mining – Knowledge of tools, techniques and practices in data mining technologies used to acquire essential business information.

Emerging Technologies – Knowledge of and ability to design, apply and evaluate new information technologies for business environments in order to improve work productivity and accuracy.

Informatics/Information Sciences – Knowledge of and the ability to gather, communicate and store useful information within and across organizations in order to enhance employee knowledge and improve organizational performance.

Information Management – Knowledge of an organization's existing and planned Information Architecture and Information Management (IM) methodology; ability to collect and manage information from different sources, and distribute this information to enhance operational efficiency.

IT Environment – Knowledge of an organization's IT purposes, activities and standards; ability to create an effective IT environment for business operations.

Modeling: Data, Process, Events, Objects – Knowledge of and the ability to use tools and techniques for analyzing and documenting logical relationships among data, processes or events.

Requirements

Analysis – Knowledge of methods and techniques to elicit, analyze and record required business functionality and non-functionality requirements; ability to analyze these requirements to ensure the success of a system or software development project.

Work Experience

Roles at this level typically require a university / college degree, with 3+ years of relevant / direct industry experience. Certifications are often desired. In lieu of a degree, a comparable combination of education and experience (including military service) may be considered.

Education

Bachelors

Benefits

Additional Job Description

PNC offers employees a comprehensive range of benefits to help meet your needs now and in the future. Depending on your eligibility, options for full-time employees include medical/prescription drug coverage (with a Health Savings Account feature); dental and vision options; employee and spouse/child life insurance; short- and long-term disability protection; maternity and parental leave; paid holidays, vacation days and occasional absence time; 401(k), pension and stock purchase plans; dependent care reimbursement account; back-up child/elder care; adoption assistance; educational assistance and a robust wellness program with financial incentives. To learn more about these and other programs, including benefits for part-time employees, visit pncbenefits.com > New to PNC.

Disability Accommodations Statement

The PNC workplace is inclusive and supportive of individual needs. If you have a physical or other impairment that might require an accommodation, including technical assistance with the PNC Careers website or submission process, please call 877-968-7762 and select Option 4: Recruiting or contact us via email at pathfinder@pnc.com.

The Human Resources Service Center hours of operation are Monday - Friday 9:00 AM to 5:00 PM ET.

Equal Employment Opportunity (EEO)

PNC provides equal employment opportunity to qualified persons regardless of race, color, sex, religion, national origin, age, sexual orientation, gender identity, disability, veteran status, or other categories protected by law.

California Residents

Refer to the California Consumer Privacy Act Privacy Notice to gain understanding of how PNC may use or disclose your personal information in our hiring practices."
Data Analyst I,System One,"Hanover, PA",,,,,"Title: Data Analyst I

Location

Hanover, PA

Start date: ASAP

Responsibilities
A Data Analyst interprets data and turns it into information which can offer ways to improve a business, thus affecting business decisions.
Data Analysts gather information from various sources and interpret patterns and trends as such a Data Analyst job description should highlight the analytical nature of the role.
Once data has been gathered and interpreted, the Data Analyst will report back what has been found in a comprehensive study to the wider business/relevant colleagues.
Collaborate to design and develop schemas and data acquisition, transformations, and data integration.
Develop and utilize software to interface big data and relational solutions.
Design and implement solutions for metadata, data quality, privacy management.
Support and consult with the development staff.
Collecting and interpreting data
Analyzing results
Reporting the results back to the relevant members of the business
Identifying patterns and trends in data sets
Working alongside teams within the business or the management team to establish business needs
Defining new data collection and analysis processes
Requirements
Bachelor’s Degree in a related field of study or related work experience
Ability to analyze existing tools and databases and provide software solution recommendations.
Ability to translate business requirements into non-technical, lay terms.
High-level experience in methodologies and processes for managing large scale databases.
Demonstrated experience in handling large data sets and relational databases.
Strong personal computer skills.
Strong verbal written and verbal communication skills to communicate with customers, team members, external data providers, and management.
Strong analytical and problem-solving skills.
Detail oriented with a focus on quality and continuous improvement
Strong Excel Skills
Joule, a System One division is a leader in specialized workforce solutions and integrated services. With more than 6,000 employees and roughly 50 offices throughout the U.S. we provide scientific, clinical, engineering, energy, IT, legal and administrative staffing services. For more than 40 years, we have delivered workforce solutions and integrated services to clients nationally."
Data Analyst,Rose International,"Home, KS",,,,,"Position

Description

**Only U.S. Citizens and those authorized to work in the U.S. can be considered as W2 candidates.**

Data Analyst

Contract: 8+ months

Location

REMOTE

Department: MM -- Marketing Analytics & Research

Duties

As part of the Digital Marketing Analytics team, you will be working with cross-functional business stakeholders to analyze marketing efficacy. You will work with senior team members to generate analytical hypotheses, analyze marketing performance and generate actionable recommendations to support Marketing strategy as well as the day-to-day decision-making throughout the entire customer journey.

The Team

This position is part of the digital marketing analytics team, sitting within the marketing analytics group, which is responsible for marking measurement and analysis to drive marketing strategy. We seek to do this in a high caliber team. Culturally, we look for individuals that challenge each other openly, regardless of level or role on the team and focus on data driven analysis and decision making. The team fills a critical role for the organization, and the work you will be doing will directly impact marketing strategy.

The Impact
Translate complex business questions into problems that can be solved through data to drive growth and profitability
Build and enhance interactive reports to empower the marketing leadership team
Utilize industry best practices to visualize data in a way that allows quick and easy insight
Deliver concise, clear and actionable presentations to decision-makers
Communicate data in a storytelling format, engaging your audience and imploring them to act
Analyze and optimize marketing spend & campaigns based on advanced analysis of data
Skills

Minimum Skills:
Bachelor’s degree
5+ years of digital, marketing, web or customer analytics experience
Hands on experience with web analytics services (e.g., Google Analytics, Adobe/Omniture, Snowplow)
Familiarity with marketing measurement strategies & ROI calculations
Hands-on experience with SQL (including writing complex queries), R or similar tools
Fast learner and a strong problem solver; ability to operate in a fast-paced environment
Strong written & oral communication, and collaboration skills that enable clear and concise communication of data issues and analyses that can be understood by a broad audience
Ability to build and maintain strong working relationships across cross-functional groups
The Ideal Qualification
Experience in prototyping and developing reports using data visualization tools such as Tableau, Looker, MicroStrategy
Exposure to web optimization tools (Optimizely, Crazy Egg) and/or tag management systems (Google Tag Manager, Tealium)
Financial services experience a plus
Education
Bachelor's Degree"
Data Analyst,Kelly,"Columbia, SC",,,,,"For 70 years, Kelly Services has provided outstanding employment opportunities to the most talented individuals in the marketplace. Today, we are proud to offer a contract *Data Analyst *opportunity with BlueCross and BlueShield in Columbia, SC.
Position:* Data Analyst
*Location:* Columbia, SC 29219 - *100% onsite*
Pay Rate:* $25/hr
Shift:* M-F 8am-5pm
Contract Length: *3-6months
Job Summary:* Analyzes data for creation of statistical reports used for program or process evaluation.
*Job Responsibilities: *
Responsible for maintaining databases and extracting data for analysis.
Runs and reviews reports, analyzing results in support of operational functions.
Reviews, extracts and analyzes data to be used in formulation of procedures, processes and other requirements.
Provides reports of relevant activity to be used to identify problematic areas and to provide basis for modification and/or elimination of operations issues.
Assists with development of complex analysis and sophisticated data compilation, verification, and interpretations to guide divisional efforts.
Performs focused analyses as needed.
Creates data search programs to identify pertinent data needed to provide supporting documentation for system or operational enhancements/changes.
Documents reporting procedures so other staff can run ad hoc reports independently.
Designs, codes, and maintains complex database programs for the extraction and analysis of data to support financial and operational decisions.
Minimum Requirements
Preferred Education:* Bachelors Degree Statistics, Computer Science, Mathematics, Business, Healthcare, or related field
Required Education:* 2 year degree in Computer Science, Business or related field and 2 years of reporting and data analysis work experience OR 4 years reporting and data analysis experience.
Work Experience:* 2 Years Research and analysis experience.
Skills and Abilities: *Strong organizational, customer service, communications, and analytical skills. Ability to use complex mathematical calculations. Advanced knowledge of mathematical and statistical concepts. Knowledge of relevant computer support systems. Knowledge of programming languages across various software platforms, using DB2, SQL, and/or relational databases. Ability to analyze data results, determine the source of aberrant statistics, and resolve data issues.
Software and Other Tools*: Standard office equipment. Strong skills with Microsoft applications including Access and Excel. Knowledge of tools such as Visual Basic and Macros useful in automating reporting processes.
*This position is NOT recruited by your local Kelly branch. To be considered for this position, submit your resume through the job board this process. *
Why Kelly®?

You’re looking to keep your career moving onward and upward, and we’re here to help you do just that. Our financial staffing experts will connect you with premier companies for opportunities where you can learn, grow, and thrive. Jobs that fit your skills and experience, and most importantly, fit right on your path of where you want to go in in your career. It all adds up.

About Kelly®

At Kelly, we’re always thinking about what’s next and advising job seekers on new ways of working to reach their full potential. In fact, we’re a leading advocate for temporary/nontraditional workstyles, because we believe they allow flexibility and tremendous growth opportunities that enable a better way to work and live (plus, did we mention we provide a ton of [benefits](https://www.mykelly.us/us-mykelly/perks/)?). Connecting great people with great companies is what we do best, and our employment opportunities span a wide variety of workstyles, skill levels, and industries around the world.
Kelly is an equal opportunity employer committed to employing a diverse workforce and providing accommodations for people with disabilities in all parts of the hiring process as required under its Employment Accommodation Policy. Kelly will work with applicants to meet accommodation needs that are made known to Kelly in advance.
]]"
Data Analyst,AmerisourceBergen,"Carrollton, TX",,,,,"Are you looking to make a difference in a patient’s life?  At AmerisourceBergen, you will find an innovative and collaborative culture that is patient focused and dedicated to making a difference.  As an organization, we are united in our responsibility to create healthier futures. Join us and Apply today!
What you will be doing
Works on moderately to complex data analysis tasks in support of one or more projects as a project team member, or independently on small projects.
Complete work on multiple projects with little to no guidance on prioritization. Superior time management.
Provide competent database queries to support test findings. Able to write and execute moderate JOIN statements to obtain database information for testing purposes.
Defines test plans and system documentation to monitor testing for the implementation of system enhancements, modifications and new releases.
Leverages knowledge of business analytics and underlying data sources and builds up specific business data domain expertise.
Facilitates implementation of enhancements or changes to existing business analytics solutions, by helping translate business needs into semantic data access requirements.
Validates data sources, data quality, data transformation and data aggregation.
Provides data that is congruent and reliable and is easily accessible by the user.
Identifies opportunities for reuse of data across the enterprise.
Supports the flow of information between departments.
Works with data stewards to gather requirements on merging, de-duping, cleansing rules.
Ensures and maintains a high level of data integrity by using tools to monitor and mass update data changes.
Develops data profiling and preventative procedures to improve data quality.
Monitors and resolves daily exception reports.
Analyzes data inaccuracies and recommends process improvements or system changes to enhance overall quality of the data.
Communicates data integrity accuracy to the business, and escalates/communicates issues when necessary.
Identifies opportunities and supports the development of automated solutions to enhance the quality of enterprise data.
Analyzes data issues and works with development teams for problem resolutions.
Monitors data dictionary statistics, analyze reports of data duplicates or other errors to provide ongoing appropriate data reports.
Identifies problematic areas and conducts research to determine the best course of action to correct the data, identify, analyze and interpret trends and patterns in complex datasets.
Increased skill in multiple technical environments and possesses knowledge of a specific business area.
Conducts unit, integration and system testing to ensure business analytics solutions meet user specifications.
Experienced working on Agile project/product development initiatives, and possesses working knowledge of sprint planning, reviewing acceptance criteria, estimating story points, and being effective in daily scrum calls.
Logs defects and provide advanced root cause analysis.
Provides Level 3 support for data related business analytics issues.
Assists in the coaching and training of business analytics solution users to enhance business decision-making capability.
Provides technical coaching and mentoring to less-experienced team members.
What your background should look like 
Bachelor’s degree in Computer Programming, Information Systems, Computer Science or other related field. Or equivalent work experience.
Typically requires 3-7 years of experience in technologies relevant to data/information management, data quality assurance, data analysis, metadata management and/or master/reference data management.
Would also consider candidates with Master's degree and a background in healthcare analytics.
Required Tools
SQL Server Management Studio
Excel, ability to write macros
JIRA/Clarity/TFS or similar PM management tools
Preferred Tools/Languages
Python, Perl, R, SAS, or similar
What AmerisourceBergen offers
We offer competitive total rewards compensation. Our commitment to our associates includes benefit programs that are comprehensive, diverse and designed to meet the various needs across our associate population.Throughout our global footprint and various business units, we take a balanced approach to the benefits we offer. Many benefits are company-paid, while others are available through associate contributions. Specific benefit offerings may vary by location, position and/or business unit.
Schedule Full time Equal Employment Opportunity
AmerisourceBergen is committed to providing equal employment opportunity without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, age, disability, veteran status or membership in any other class protected by federal, state or local law."
Data Analyst,Ampcus Inc,"Bloomfield, CT",,,,,"Data Management Strat & Gov Advisor

DATA ANALYST
Conduct data analysis and comparison across systems Perform data profiling activities to provide statistics and informative summaries for integration of new source system data into environment Build out data dictionary including data definitions, data values, and formats, in collaboration with Data Stewards Establish data collection mapping process for multiple systems, in collaboration with Data Stewards Investigate/document data lineage throughout data lifecycle Extrapolate business rules based on data analysis and document analysis findings Perform ad-hoc data analysis and create output reports for business use Work collaboratively with Business, IT, data modelers, data quality analysts, and delivery teams to analyze data.
5+ years' experience performing data analysis years' experience in
5+ producing data dictionaries content years' experience working with
5+ data tools such as SQL, R, Python, SAS, and Tableau
3+ years' experience with data profiling
Ability to analyze large datasets
Ability to create comprehensive reports
Experience documenting/presenting data analysis findings Strong verbal/written communication skills Strong analytical skills Experience and working knowledge of data in a healthcare data management environment is a plus
Education
Bachelors Degree
For more information please contact Brian Otten at 203-433-7817 or botten@itechsolutions.com

Since 1995, iTech Solutions Inc., has been providing IT Consulting and Direct Hire Services to the Insurance, Financial, Communications, Manufacturing and Government sectors with local offices in Connecticut, Minnesota, Colorado, Massachusetts, Tennessee, North Carolina, and New Jersey / Pennsylvania area.

Our recruiting strategy is simple, if you want to find qualified IT professionals then use IT professionals to find them. So at iTech Solutions, our personnel are all career IT professionals with a wide range of IT experience. We can honestly say our staff understands the technologies, the complexities of finding and selecting the appropriate personnel and the pressures of running successful IT projects.

Employer will not sponsor applicants for any employment visas, at hiring or in the future, including but not limited to H-1B visas. Corp-to-Corp or subcontract personnel will not be considered for this position."
Risk Data Analyst,Plastiq,,,,,,"Plastiq is seeking a motivated and detail-oriented Risk Data Analyst to analyze and interpret suspicious transactions to help mitigate fraud losses. Playing an integral role in the company, you’ll use data and insights derived from investigations to understand, expose, and fix vulnerabilities. You’ll collaborate with cross-functional teams across disciplines such as product, engineering, and data science with a focus on Risk/Fraud mitigation to identify and manage bad actors. The Team leverages a system of labels, features, and rules to evaluate suspicious activity. Once suspicious activity is identified, you’ll work with our customers and internal teams, to mitigate.

This role is remote and employee must be located in a United States timezone.

Your Responsibilites
Lead the efforts to constantly iterate and improve automated systems using risk rules and machine learning models
Audit and compare vendors, sending data sets during trial to evaluate vendor’s data efficacy
Help automate chargeback processing processWork with external partners to understand their data needs, to help ensure a seamless partnership between Plastiq and their partners
Provide analytic/data driven solutions to Product and Risk to help mitigate risk of financial losses while also maintaining a positive user experience
Work with internal cross functional teams to make system improvements, enhance reporting, and improve risk data availability and quality
Prioritize, scope and size projects based on data insights
Your Experience
You can quickly grasp business goals/initiatives and provide analytics support to drive success
You’re a natural investigator and have experience problem solving
Adept at prioritization; you manage a host of time-sensitive tasks
You are rigorous with a keen eye for irregularities and patterns
You are execution-oriented and are at your best under multiple deadlines, thriving in a fast-paced environment where things change often
You enjoy collaborating with others and you’re excited to learn and grow from your experiences and colleagues
Comfortable working in an ambiguous/unstructured environment
Risk/Fraud fighting experience a big bonus
Requirements
Significant work experience with SQL
Strong analytical and problem-solving skills
1-3 years of data analytics or business operations experience, with interest in e-commerce, accounting, capital markets, financial risk management, credit instruments, and/or loan servicing, preferably at a start-up/FinTech company
Comfort with ambiguous/unstructured environments and a thirst for problem solving
Ability to build strong relationships and collaborate with both internal and external partners
A great sense of humor :)!
Plastiq is a smart payment platform designed for businesses to better manage their payments and cash flow. The platform lets companies maximize their existing credit, pay in whatever way is best for their business—regardless of what payment methods their recipients accept—and get paid by card without the burden of card acceptance fees. Businesses can pay globally in more than 40 countries, and Plastiq works with all major credit card providers, including Mastercard, Visa, American Express, and Discover. Plastiq has millions of customers and has processed billions in payments for a wide range of expenses, from business supplier payments and contractors to taxes and rent. Plastiq has won a number of awards and recognitions, including being named to the 2020 Forbes FinTech 50 and 2020 Bay Area Best Places to Work by the San Francisco Business Journal."
Tableau Data Analyst,E-Solutions,"Plano, TX",,,,,"Role: Tableau Data Analyst
Location:  PLANO TX (Remote until Covid Subsides)
Duration: ~ 6 to 12 months
 As a Data Analyst you will leverage analytic and technical skills to innovate, build, and maintain well-managed data solutions and capabilities to tackle business problems.
·       On any given day you will be challenged on three types of work - Innovation, Data Management and Business Intelligence:
·       Business Intelligence
·       Partner with the business to provide consultancy and translate the business needs to design and develop a ETL solution
Data Management...
·       Drive an understanding and adherence to the principles of data quality management including metadata, lineage, and business definitions
·       The demonstrated ability to translate data architecture and stakeholder requirements into technology solutions for data acquisition, handling, and storage 
·       A considerable knowledge of database management systems, query tools, data schemas, and distributed systems, relational databases; of tools to extract, clean, transform, and load/warehouse data; and of cloud computing environments.
·       Knowledge of database management systems, query tools, data schemas, and distributed systems, relational databases; of tools to extract
Our ideal candidate will have:
·       Degree specialized in a Science, Technology, Engineering, Mathematics discipline
·       Strong experience in SQL
·       Strong desire and experience with TABLEAU 
Basic Qualifications:
·         Bachelor's Degree
·         At least 3 year of experience in SQL
·         At least 3 year of experience in Tableau
·         At least 3 year of experience in querying and analyzing and working with data languages and platforms
Preferred Qualifications:
·       At least KNOWLEDGE on python or willing to learn
·       At least 3 year of experience working with and demonstrating knowledge of data governance, data quality management concepts and data quality tools (i.e. Informatica DQ)


Thanks and Regards,
Ranjith kumar
Sr US IT Recruiter
P: 732-408-6748 Ext:899: E: ranjith.k@e-solutionsinc.com
2N Market St, Suite # 400, San Jose, CA- 95113
www.e-solutionsinc.com


USA | CANADA | UK | SINGAPORE | MALAYSIA | INDIA

Disclaimer: 
E-Solutions provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, disability, genetic information, marital status, amnesty, or status as a covered veteran in accordance with applicable federal, state and local laws. We especially invite women, minorities, veterans, and individuals with disabilities to apply. EEO/AA/M/F/Vet/Disability.
 "
Data Analyst,eTeam,"Austin, TX",,,,,"Responsibilities Data Processing
• Coordinate with internal and external teams to collect and clean data in multiple master data management systems of record, including Excel and internal systems
• Identify and respond to changes needed to data, and complete all changes within defined SLAs
• Ensure data is in standard format and data is clean and accurate
• Run existing scripts to generate files requiring corrections
• Share final “cleaned” data with internal partners, and/or upload to systems of record
• Validate that downstream reporting tools are reflecting accurate, quality data
• Communicate with internal teams for troubleshooting and issue escalation as needed
• Provide recommendations to further optimize our data-processing workflows Support Tickets
• Provide tier 1 level support to internal and external users
• Research data quality issues raised by users via ticketing system
• Resolve errors in data, close tickets, and reply to users about ticket status within 5- business day SLA
• Provide reporting on ticket drivers, share recommendations to reduce ticket volume ___________ Measures:
• Demonstrate understanding of the business and master data management concepts.
• Process on average 25 files/month (files range from 100 rows to 7,000 rows)
• Process on average 30 support tickets/day
• Achieve SLA of 5 business days on Support ticket responses
• Achieve SLA of 48 hours on data maintenance requests
• Achieve SLA of 5 business days on major data change requests
• Drive an increase in % first contact resolution for support tickets
• Use resources (i.e. Tableau, Box, Sales Central) to validate data
• Leverage existing knowledge of master data management (MDM) solutions & best practices

Skills required:
• Data Processing &mdash; Excel, basic SQL, attention to detail, written and verbal communication. Basic skills in R preferred, but not required.
• Support Tickets &mdash; Attention to detail, written and verbal communication, organization skills
• Strong analytical skills
• Demonstrated understanding of the business.
• Ownership of issues.
• Demonstrated ability to manage through various customer situations.
• Seeking and acting on feedback from business partners."
"Senior Data Analyst, Customer Operations",Squarespace,,Full-time,Mid-Senior level,Computer Software Internet,Customer Service,"At Squarespace, Customer Operations empowers users via scalable self-help tools, personalized support and customer advocacy. As a Senior Data Analyst, you will develop insights and reports to support our customers and advisors' needs. You will work with the Customer Operations leadership team to set KPIs, build dashboards, unlock insights to improve our product, and evaluate the effectiveness of current strategies and workflows. You will also work closely with the Product and Data Engineering teams to help shape our data infrastructure and drive the business forward.

You will report to the Manager of the Insights & Analytics team, Customer Operations in Squarespace's New York office.

All Squarespace employees are working remotely at this time. We are closely monitoring the status of COVID-19 as we continue our work to build a return-to-work plan that ensures a safe return to our offices and provides flexibility for our employees.

Responsibilities
Develop KPIs, reports, and dashboards using BI/data visualization tools
Perform and communicate impactful analyses, using SQL and R/Python to improve the customer experience and influence Customer Operations and Product roadmap
Raise the skill level of the analytics team through reviewing code, organizing training sessions, and introducing new methods and tools
Analyze text conversations to uncover opportunities to improve conversion and satisfaction
Partner with the Customer Operations and Product teams
Partner with the Data Engineering team in pursuit of better data modeling and data quality


Qualifications
5+ years of experience as a data analyst, data scientist, or in a relevant field
Hands-on experience working with large datasets to transform data to meaningful insights
Mastery of SQL, and experience with R/Python
Experience with dashboarding/BI tools like Chartio, Looker, Tableau
Experience with data cleaning, analysis, and presentation to non-technical partners
Bachelor's degree in a quantitative or logic-driven discipline
Preferred: Advanced degree (Master’s or PhD) in quantitative field
Preferred: Experience with topic modeling and text analytics


About Squarespace

Squarespace makes beautiful products to help people with creative ideas succeed. By blending elegant design and sophisticated engineering, we empower millions of people — from individuals and local artists to entrepreneurs shaping the world’s most iconic businesses — to share their stories with the world. Squarespace’s team of more than 1,200 is headquartered in downtown New York City, with offices in Dublin and Portland. For more information, visit www.squarespace.com/about.

Benefits & Perks
Health insurance with 100% premium covered for you and your dependent children
Flexible vacation & paid time off
Up to 20 weeks of paid family leave
Equity plan for all employees
Retirement benefits with employer match
Fertility and adoption benefits
Free lunch and snacks at all offices
Education reimbursement
Dog-friendly workplace in New York office
Commuter benefit in the form of reduced tax (Ireland) and pretax (US)

Today, more than a million people around the globe use Squarespace to share different perspectives and experiences with the world. Not only do we embrace and celebrate the diversity of our customer base, but we also strive for the same in our employees. At Squarespace, we are committed to equal employment opportunity regardless of race, color, ethnicity, ancestry, religion, national origin, gender, sex, gender identity or expression, sexual orientation, age, citizenship, marital or parental status, disability, veteran status, or other class protected by applicable law. We are proud to be an equal opportunity workplace.
"
